http://www.imfdb.org/wiki/Mirage_(2008), Mirage (2008),,
http://www.imfdb.org/wiki/Missing_(2012), Missing (2012),,
http://www.imfdb.org/wiki/Missing_in_Action, Missing in Action,,
http://www.imfdb.org/wiki/Missing_in_Action_2:_The_Beginning, Missing in Action 2: The Beginning,,
http://www.imfdb.org/wiki/Mission:_Impossible_-_Ghost_Protocol, Mission: Impossible - Ghost Protocol,,
http://www.imfdb.org/wiki/Mission:_Impossible_II, Mission: Impossible II,,
http://www.imfdb.org/wiki/Mission:_Impossible_III, Mission: Impossible III,,
http://www.imfdb.org/wiki/Missionary_Man, Missionary Man,,
http://www.imfdb.org/wiki/Money_Talks, Money Talks,,
http://www.imfdb.org/wiki/Montana, Montana,,
http://www.imfdb.org/wiki/Moscow_Heat, Moscow Heat,,
http://www.imfdb.org/wiki/Mr._%26_Mrs._Smith, Mr. & Mrs. Smith,,
http://www.imfdb.org/wiki/Mr._Majestyk, Mr. Majestyk,,
"http://www.imfdb.org/wiki/Mummy,_The_(2017)", Mummy, The (2017),
http://www.imfdb.org/wiki/Murder_At_1600, Murder At 1600,,
http://www.imfdb.org/wiki/Murderers%27_Row, Murderers' Row,,
http://www.imfdb.org/wiki/Murphy%27s_Law, Murphy's Law,,
"http://www.imfdb.org/wiki/Muthers,_The", Muthers, The,
http://www.imfdb.org/wiki/My_Way_(2011), My Way (2011),,
http://www.imfdb.org/wiki/Naples..._Serenade_for_Caliber_9_(Napoli..._serenata_calibro_9), Naples... Serenade for Caliber 9 (Napoli... serenata calibro 9),,
http://www.imfdb.org/wiki/National_Security, National Security,,
http://www.imfdb.org/wiki/Navy_SEALs, Navy SEALs,,
http://www.imfdb.org/wiki/Near_Dark, Near Dark,,
http://www.imfdb.org/wiki/Need_for_Speed_(film), Need for Speed (film),,
"http://www.imfdb.org/wiki/Negotiator,_The", Negotiator, The,
http://www.imfdb.org/wiki/Nemesis_(1992), Nemesis (1992),,
http://www.imfdb.org/wiki/Nemesis_2:_Nebula, Nemesis 2: Nebula,,
http://www.imfdb.org/wiki/Nemesis_3:_Time_Lapse, Nemesis 3: Time Lapse,,
http://www.imfdb.org/wiki/Nemesis_4:_Death_Angel, Nemesis 4: Death Angel,,
http://www.imfdb.org/wiki/Never_Say_Die, Never Say Die,,
"http://www.imfdb.org/wiki/New_Adventures_of_the_Elusive_Avengers_(Novye_prikluchenya_Neulovimykh),_The", New Adventures of the Elusive Avengers (Novye prikluchenya Neulovimykh), The,
"http://www.imfdb.org/wiki/New_Centurions,_The", New Centurions, The,
http://www.imfdb.org/wiki/New_Kids_Nitro, New Kids Nitro,,
http://www.imfdb.org/wiki/New_Police_Story, New Police Story,,
http://www.imfdb.org/wiki/Newsmakers_(Goryachie_Novosti), Newsmakers (Goryachie Novosti),,
http://www.imfdb.org/wiki/Next, Next,,
http://www.imfdb.org/wiki/Next_of_Kin, Next of Kin,,
http://www.imfdb.org/wiki/Night_of_the_Sharks_(La_notte_degli_squali), Night of the Sharks (La notte degli squali),,
http://www.imfdb.org/wiki/Night_Train, Night Train,,
http://www.imfdb.org/wiki/Ninja_Assassin, Ninja Assassin,,
http://www.imfdb.org/wiki/Ninja_III:_The_Domination, Ninja III: The Domination,,
http://www.imfdb.org/wiki/Ninja_Sentai_Kakuranger, Ninja Sentai Kakuranger,,
http://www.imfdb.org/wiki/No_Escape_(2015), No Escape (2015),,
http://www.imfdb.org/wiki/No_Way_Back_(1995), No Way Back (1995),,
http://www.imfdb.org/wiki/No_Way_Out_(1973), No Way Out (1973),,
http://www.imfdb.org/wiki/Non-Stop, Non-Stop,,
http://www.imfdb.org/wiki/Northern_Limit_Line, Northern Limit Line,,
http://www.imfdb.org/wiki/Nowhere_to_Run, Nowhere to Run,,
"http://www.imfdb.org/wiki/Nude_Bomb,_The", Nude Bomb, The,
http://www.imfdb.org/wiki/Oba:_The_Last_Samurai, Oba: The Last Samurai,,
http://www.imfdb.org/wiki/Oblivion, Oblivion,,
"http://www.imfdb.org/wiki/Octagon,_The", Octagon, The,
http://www.imfdb.org/wiki/Old_Men_in_New_Cars, Old Men in New Cars,,
http://www.imfdb.org/wiki/Olympus_Has_Fallen, Olympus Has Fallen,,
http://www.imfdb.org/wiki/On_Deadly_Ground, On Deadly Ground,,
http://www.imfdb.org/wiki/On_the_Other_Side_of_the_Tracks, On the Other Side of the Tracks,,
http://www.imfdb.org/wiki/Once_A_Thief_(1991), Once A Thief (1991),,
http://www.imfdb.org/wiki/Once_A_Thief_(1996), Once A Thief (1996),,
http://www.imfdb.org/wiki/Once_Upon_a_Time_in_Mexico, Once Upon a Time in Mexico,,
http://www.imfdb.org/wiki/One_in_the_Chamber, One in the Chamber,,
"http://www.imfdb.org/wiki/One_That_Got_Away,_The_(1957)", One That Got Away, The (1957),
"http://www.imfdb.org/wiki/One,_The", One, The,
http://www.imfdb.org/wiki/Ong-Bak:_The_Thai_Warrior, Ong-Bak: The Thai Warrior,,
"http://www.imfdb.org/wiki/OOO,_Den-O,_All_Riders:_Let%27s_Go_Kamen_Riders", OOO, Den-O, All Riders: Let's Go Kamen Riders
http://www.imfdb.org/wiki/Open_Fire, Open Fire,,
http://www.imfdb.org/wiki/Operation_Chromite, Operation Chromite,,
http://www.imfdb.org/wiki/Operation_Condor, Operation Condor,,
http://www.imfdb.org/wiki/Operation_Corned_Beef_(L%27op%C3%A9ration_Corned_Beef), Operation Corned Beef (L'opération Corned Beef),,
http://www.imfdb.org/wiki/Operation_Kid_Brother, Operation Kid Brother,,
http://www.imfdb.org/wiki/Operation_Mekong, Operation Mekong,,
http://www.imfdb.org/wiki/Operation_Red_Sea, Operation Red Sea,,
http://www.imfdb.org/wiki/Operation_Thunderbolt, Operation Thunderbolt,,
http://www.imfdb.org/wiki/Original_Gangstas, Original Gangstas,,
http://www.imfdb.org/wiki/Osombie, Osombie,,
http://www.imfdb.org/wiki/OSS_117_-_Double_Agent_(Niente_rose_per_OSS_117), OSS 117 - Double Agent (Niente rose per OSS 117),,
"http://www.imfdb.org/wiki/Osterman_Weekend,_The", Osterman Weekend, The,
"http://www.imfdb.org/wiki/Other_Guys,_The", Other Guys, The,
http://www.imfdb.org/wiki/Our_Man_Flint, Our Man Flint,,
http://www.imfdb.org/wiki/Out_for_a_Kill, Out for a Kill,,
http://www.imfdb.org/wiki/Out_for_Justice, Out for Justice,,
http://www.imfdb.org/wiki/Outlaw, Outlaw,,
http://www.imfdb.org/wiki/Outside_the_Law_(2002), Outside the Law (2002),,
